"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
11/07/2017,26.29,-0.21,-0.79,0.00,-0.02
11/06/2017,26.5,0.61,2.36,0.12,0.45
11/03/2017,25.89,-0.05,-0.19,-0.04,-0.16
11/02/2017,25.94,-0.01,-0.04,-0.04,-0.16
11/01/2017,25.95,0.38,1.49,-0.04,-0.15
10/31/2017,25.57,0.05,0.20,-0.05,-0.19
10/30/2017,25.52,0.05,0.20,-0.13,-0.52
10/27/2017,25.47,-0.31,-1.20,0.01,0.04
10/26/2017,25.78,-0.35,-1.34,-0.13,-0.50
10/25/2017,26.13,-0.42,-1.58,0.01,0.03
10/24/2017,26.55,0.19,0.72,0.08,0.31
10/23/2017,26.36,-0.02,-0.08,0.07,0.28
10/20/2017,26.38,0.02,0.08,0.11,0.41
10/19/2017,26.36,-0.20,-0.75,0.04,0.16
10/18/2017,26.56,-0.18,-0.67,0.09,0.34
10/17/2017,26.74,-0.40,-1.47,0.10,0.38
10/16/2017,27.14,0.61,2.30,0.09,0.34
10/13/2017,26.53,0.30,1.14,0.10,0.36
10/12/2017,26.23,0.16,0.61,0.10,0.40
10/11/2017,26.07,-0.08,-0.31,0.14,0.55
10/10/2017,26.15,0.19,0.73,0.11,0.40
10/09/2017,25.96,-0.25,-0.95,0.03,0.13
10/06/2017,26.21,-0.04,-0.15,0.16,0.63
10/05/2017,26.25,0.36,1.39,0.04,0.16
10/04/2017,25.89,0.18,0.70,0.12,0.47
10/03/2017,25.71,0.62,2.47,0.19,0.75
10/02/2017,25.09,0.24,0.97,-0.02,-0.06
09/29/2017,24.85,0.26,1.06,0.02,0.08
09/28/2017,24.59,0.28,1.15,-0.01,-0.05
09/27/2017,24.31,0.02,0.08,-0.13,-0.54
09/26/2017,24.29,0.01,0.04,-0.01,-0.05
09/25/2017,24.28,-0.65,-2.61,-0.07,-0.30
09/22/2017,24.93,-0.07,-0.28,-0.03,-0.12
09/21/2017,25,-0.43,-1.69,0.04,0.16
09/20/2017,25.43,0.11,0.43,-0.07,-0.26
09/19/2017,25.32,0.02,0.08,0.05,0.18
09/18/2017,25.3,0.22,0.88,-0.06,-0.23
09/15/2017,25.08,-0.23,-0.91,-0.01,-0.03
09/14/2017,25.31,-0.21,-0.82,0.01,0.04
09/13/2017,25.52,-0.78,-2.97,-0.03,-0.14
09/12/2017,26.3,0.01,0.04,-0.02,-0.08
09/11/2017,26.29,0.18,0.69,0.00,0.00
09/08/2017,26.11,-0.89,-3.30,-0.06,-0.25
09/07/2017,27,-0.05,-0.18,0.08,0.32
09/06/2017,27.05,0.25,0.93,0.12,0.45
09/05/2017,26.8,-0.26,-0.96,-0.07,-0.28
09/01/2017,27.06,0.61,2.31,0.09,0.34
08/31/2017,26.45,0.19,0.72,0.12,0.46
08/30/2017,26.26,-0.22,-0.83,0.07,0.26
