"Global X Lithium and Battery Tech ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
9/4/15,--,--,--,-0.08,-0.84
9/3/15,--,--,--,0.00,-0.01
9/2/15,--,--,--,-0.01,-0.12
9/1/15,--,--,--,-0.08,-0.84
8/31/15,--,--,--,-0.04,-0.44
8/28/15,--,--,--,-0.03,-0.31
8/27/15,--,--,--,0.05,0.58
8/26/15,--,--,--,0.00,0.03
8/25/15,--,--,--,-0.01,-0.15
8/24/15,--,--,--,-0.05,-0.53
8/21/15,--,--,--,-0.10,-1.06
8/20/15,--,--,--,-0.03,-0.27
8/19/15,--,--,--,0.01,0.12
8/18/15,--,--,--,0.00,0.02
8/17/15,--,--,--,0.01,0.09
8/14/15,--,--,--,0.01,0.12
8/13/15,--,--,--,0.00,-0.01
8/12/15,--,--,--,0.02,0.23
8/11/15,--,--,--,0.00,0.04
8/10/15,--,--,--,0.04,0.35
8/7/15,--,--,--,-0.04,-0.35
8/6/15,--,--,--,-0.08,-0.74
8/5/15,--,--,--,-0.04,-0.35
8/4/15,--,--,--,-0.06,-0.56
8/3/15,--,--,--,-0.03,-0.32
7/31/15,--,--,--,-0.03,-0.24
7/30/15,--,--,--,0.00,-0.02
7/29/15,--,--,--,-0.02,-0.24
7/28/15,--,--,--,-0.02,-0.15
7/27/15,--,--,--,-0.04,-0.43
7/24/15,--,--,--,-0.03,-0.31
7/23/15,--,--,--,0.00,-0.04
7/22/15,--,--,--,0.01,0.11
7/21/15,--,--,--,-0.02,-0.19
7/20/15,--,--,--,0.02,0.21
7/17/15,--,--,--,0.03,0.31
7/16/15,--,--,--,0.04,0.35
7/15/15,--,--,--,0.02,0.16
7/14/15,--,--,--,0.08,0.77
7/13/15,--,--,--,0.08,0.75
7/10/15,--,--,--,0.08,0.79
7/9/15,--,--,--,0.03,0.28
7/8/15,--,--,--,-0.02,-0.22
7/7/15,--,--,--,0.00,-0.01
7/6/15,--,--,--,0.05,0.42
7/2/15,--,--,--,0.04,0.38
7/1/15,--,--,--,0.04,0.32
6/30/15,--,--,--,0.01,0.05
6/29/15,--,--,--,0.02,0.20
6/26/15,--,--,--,0.08,0.64
6/25/15,--,--,--,0.04,0.33
6/24/15,--,--,--,0.02,0.20
6/23/15,--,--,--,0.04,0.36
6/22/15,--,--,--,0.04,0.30
6/19/15,--,--,--,-0.02,-0.15
6/18/15,--,--,--,0.03,0.28
6/17/15,--,--,--,0.05,0.38
6/16/15,--,--,--,-0.05,-0.40
6/15/15,--,--,--,-0.07,-0.62
6/12/15,--,--,--,-0.07,-0.58
6/11/15,--,--,--,-0.04,-0.30
6/10/15,--,--,--,-0.02,-0.15
6/9/15,--,--,--,-0.03,-0.21
6/8/15,--,--,--,-0.08,-0.65
6/5/15,--,--,--,-0.05,-0.39
6/4/15,--,--,--,-0.11,-0.86
6/3/15,--,--,--,-0.06,-0.48
6/2/15,--,--,--,-0.02,-0.19
6/1/15,--,--,--,-0.05,-0.42
5/29/15,--,--,--,0.02,0.19
5/28/15,--,--,--,0.09,0.75
5/27/15,--,--,--,0.10,0.76
5/26/15,--,--,--,0.08,0.64
5/22/15,--,--,--,0.10,0.76
5/21/15,--,--,--,0.09,0.70
5/20/15,--,--,--,0.08,0.64
5/19/15,--,--,--,0.10,0.83
5/18/15,--,--,--,0.11,0.84
5/15/15,--,--,--,0.11,0.88
5/14/15,--,--,--,0.13,1.04
5/13/15,--,--,--,0.07,0.53
5/12/15,--,--,--,0.07,0.52
5/11/15,--,--,--,0.03,0.20
5/8/15,--,--,--,0.10,0.82
5/7/15,--,--,--,0.07,0.57
5/6/15,--,--,--,0.01,0.09
5/5/15,--,--,--,0.02,0.12
5/4/15,--,--,--,0.13,1.05
5/1/15,--,--,--,0.08,0.60
4/30/15,--,--,--,-0.06,-0.51
4/29/15,--,--,--,-0.06,-0.51
4/28/15,--,--,--,-0.03,-0.27
4/27/15,--,--,--,-0.05,-0.43
4/24/15,--,--,--,-0.03,-0.28
4/23/15,--,--,--,-0.03,-0.22
4/22/15,--,--,--,-0.02,-0.14
4/21/15,--,--,--,-0.03,-0.29
4/20/15,--,--,--,-0.05,-0.44
4/17/15,--,--,--,-0.10,-0.86
4/16/15,--,--,--,-0.02,-0.14
4/15/15,--,--,--,0.02,0.13
4/14/15,--,--,--,-0.06,-0.52
4/13/15,--,--,--,-0.06,-0.48
4/10/15,--,--,--,-0.02,-0.14
4/9/15,--,--,--,0.00,-0.03
4/8/15,--,--,--,0.02,0.16
4/7/15,--,--,--,-0.03,-0.22
4/6/15,--,--,--,0.01,0.12
4/2/15,--,--,--,-0.01,-0.12
